"TWI","3S91320Inso","3S91320NDVI","T43SDEM","T43SSlope"
8.94704151,12.5,0.044111371,615.73925781,0.8492178917
9.03729248,12.5,0.044111371,615.75805664,0.7422100902
9.18843842,12.5,0.044111371,615.76971436,0.6756682396
9.18892288,12.5,0.0814479217,615.76708984,0.6600378752
9.06718826,12.5,0.0814479217,615.769104,0.7609183192
8.8796196,12.5,0.0814479217,615.78845215,0.8856332302
8.73192024,12.5,0.0814479217,615.81536865,0.9838162661
8.54127693,12.5,0.0814479217,615.84942627,1.1029510498
8.31533432,12.5,0.1078993157,615.88970947,1.2375645638
8.06073856,12.5,0.1078993157,615.93530273,1.3903193474
7.77548647,12.5,0.1078993157,615.98596191,1.5776450634
7.38132286,12.5,0.1078993157,616.04278564,1.9622398615
6.99142981,12.5,0.1078993157,616.11834717,2.3583621979
6.72669268,12.5,0.1131231263,616.20092773,2.4447104931
6.47161436,12.5,0.1131231263,616.28027344,2.4894661903
6.16080284,12.5,0.1131231263,616.36547852,2.6260869503
5.86742163,12.5,0.1131231263,616.45623779,2.732344389
5.64680147,12.5,0.1131231263,616.55133057,2.8136544228
5.51999187,12.5,0.0854503512,616.64990234,2.881953001
5.44189787,12.5,0.0854503512,616.75140381,2.9587266445
5.3690033,12.5,0.0854503512,616.85632324,3.000875473
5.27706385,12.5,0.0854503512,616.96087646,3.0725669861
5.12908411,12.5,0.0854503512,617.07019043,3.3201069832
4.96133566,12.506196976,0.0766940415,617.19122314,3.6555142403
4.81076241,12.629631996,0.0766940415,617.32281494,3.9628202915
4.71486807,12.800009727,0.0766940415,617.46386719,4.2030172348
4.67396736,12.82956028,0.0766940415,617.61029053,4.3209238052
4.68237591,12.759856224,0.0766940415,617.75695801,4.3069829941
4.77395201,12.756872177,0.0856585279,617.91253662,4.2217645645
5.22972775,12.864211082,0.0856585279,618.04577637,4.1348938942
5.70033312,12.968048096,0.0856585279,618.11865234,4.082253933
3.22473907,7.5987181664,0.0577052459,651.30841064,9.1973056793
2.94169283,7.5552735329,0.061971698,651.30761719,9.3789901733
3.28510642,7.6299090385,0.061971698,651.38262939,8.6958303452
4.28994894,7.8661894798,0.061971698,651.37097168,8.2624101639
5.43312979,8.1114759445,0.061971698,651.14837646,8.3368330002
6.69233751,8.2387895584,0.061971698,650.91418457,7.0559372902
7.80209017,8.248705864,0.0347441919,650.72186279,5.1399974823
8.82396412,8.3586902618,0.0347441919,650.59436035,3.0296447277
10.04027462,8.3664569855,0.0347441919,650.53979492,1.5009077787
9.63930225,8.1385059357,0.0347441919,650.55651855,1.725995779
8.70822716,8.0016670227,0.0347441919,650.640625,3.2550961971
7.87645102,7.9858174324,0.0005795512,650.7800293,4.946393013
6.92165995,7.868429184,0.0005795512,650.98010254,6.6823220253
5.82124949,7.6300473213,0.0005795512,651.24249268,7.9981451035
4.61631298,7.3899827003,0.0005795512,651.5378418,8.7549676895
3.76779246,7.1447629929,0.0005795512,651.85021973,9.1488056183
4.00793791,9.6458024979,0.0754130334,541.13153076,11.887104988
4.07079792,9.6836252213,0.0754130334,541.04833984,11.691801071
4.23113632,9.4194755554,0.0754130334,540.94610596,11.634944916
4.23079252,9.2185754776,0.0754130334,540.88531494,12.484428406
3.23653078,9.2053365707,0.0476083308,541.09606934,13.894173622
2.95612097,8.913646698,0.0476083308,541.23974609,14.144936562
3.38353109,8.4650039673,0.0476083308,541.25109863,13.800351143
3.74910212,8.3929252625,0.0476083308,541.28735352,13.632986069
3.9517796,8.1634149551,0.0476083308,541.35186768,13.6384058
3.97185326,7.6780390739,0.023248136,541.44885254,13.93778038
3.80733061,7.1870913506,0.023248136,541.58477783,14.667016029
3.48677111,6.6526269913,0.023248136,541.76538086,16.143672943
2.80948138,5.9538583755,0.023248136,542.02624512,20.549346924
1.92084968,6.4454388618,0.023248136,542.68395996,24.039827347
1.89097381,6.86951828,0.0333551057,543.26422119,23.127983093
1.98575103,7.082575798,0.0333551057,543.62237549,22.147994995
1.98128116,7.4365105629,0.0333551057,543.91693115,21.927696228
1.9868288,7.9595708847,0.0333551057,544.13446045,21.286737442
2.03326344,8.2425327301,0.0333551057,544.27801514,20.284097672
2.22284555,8.4121580124,0.0350887366,544.37792969,18.733074188
2.97511482,8.6792488098,0.0350887366,544.45440674,16.51458168
4.58857584,9.0812950134,0.0350887366,544.50671387,13.427290916
6.02797556,9.6935071945,0.0350887366,544.62475586,9.6236085892
6.8458066,9.9691143036,0.0350887366,544.71838379,6.8713622093
6.96760273,9.839422226,0.0369310603,544.70355225,6.392323494
6.900249,9.7509069443,0.0369310603,544.65887451,6.8010315895
6.64349604,9.7184381485,0.0369310603,544.60827637,7.6512331963
6.09281111,9.4025087357,0.0369310603,544.52935791,9.5272922516
5.24802637,8.9241790771,0.0369310603,544.3651123,11.98536396
4.20729828,8.5844039917,0.032717526,544.1373291,13.9170084
3.22690463,8.3702859879,0.032717526,543.86730957,15.055355072
2.93142676,8.575296402,0.032717526,543.56005859,14.13427639
3.06348681,8.8721017838,0.032717526,543.4140625,13.000423431
2.95299625,8.7071828842,0.032717526,543.15759277,14.04767704
3.15867639,8.8196630478,0.0164943747,542.77410889,13.737061501
4.07710218,9.1366214752,0.0164943747,542.47381592,11.290160179
5.68262625,9.2640447617,0.0164943747,542.31365967,8.9842348099
6.43601799,9.547665596,0.0164943747,542.31225586,8.214097023
6.10666275,9.7261209488,0.0164943747,542.41760254,8.7501344681
5.01270962,9.6932630539,0.0099317664,542.60388184,9.8776435852
3.84201169,9.3067007065,0.0099317664,542.85198975,12.219686508
3.46940374,9.4341478348,0.0099317664,543.24731445,13.110507965
3.68166971,9.3889455795,0.0099317664,543.53582764,11.490582466
4.08824635,8.9129323959,0.0099317664,543.63494873,10.951796532
3.38473082,7.2503294945,0.0083664916,601.49554443,23.471475601
3.2597456,7.2557868958,0.0083664916,602.2477417,23.459302902
3.0898025,7.2989635468,0.0083664916,602.99829102,24.64994812
2.96953034,7.9269213676,0.0083664916,603.88653564,24.709926605
3.10539913,8.2015428543,0.0083664916,604.66870117,21.4757061
3.17023396,8.0263843536,0.0170752741,605.27819824,20.625322342
3.06980467,8.5160617828,0.0170752741,605.99053955,21.244337082
3.13445091,8.5651931763,0.0170752741,606.65570068,19.349664688
3.2247436,8.1315355301,0.0170752741,607.18737793,17.887987137
3.19328403,8.0076551437,0.0170752741,607.70465088,18.125082016
3.14260483,7.9796442986,0.0240375139,608.23931885,18.610572815
3.11138487,7.7100915909,0.0240375139,608.77935791,18.923892975
2.98954439,7.2948079109,0.0240375139,609.31982422,20.901203156
2.8231163,7.9955978394,0.0240375139,610.04278564,21.825433731
2.98818111,9.0087423325,0.0240375139,610.684021,18.463918686
3.30658412,9.3899393082,0.0251196455,611.08868408,15.387160301
3.49938083,9.6570978165,0.0251196455,611.43707275,14.207891464
3.72524595,9.8988494873,0.0251196455,611.74316406,13.148600578
3.9949708,10.021549225,0.0251196455,612.01531982,12.14730835
4.29315996,10.258804321,0.0251196455,612.25946045,11.210102081
4.56226063,10.220085144,0.0300659109,612.48034668,10.408686638
4.6124444,10.055786133,0.0300659109,612.68774414,10.662554741
4.49631071,10.815522194,0.0300659109,612.99182129,10.594652176
4.7818656,11.474486351,0.0300659109,613.25921631,8.5661058426
5.15404987,11.506939888,0.0300659109,613.4152832,6.9944448471
5.23997164,11.63787365,0.0342977569,613.565979,6.6108913422
5.29399538,11.866914749,0.0342977569,613.71679688,6.3066058159
5.40819979,11.975772858,0.0342977569,613.86724854,6.0039682388
5.63706493,11.972465515,0.0342977569,614.01416016,5.6663765907
5.96409273,11.847122192,0.0342977569,614.15313721,5.3122639656
6.25358915,11.631820679,0.0485326275,614.28289795,5.4398283958
6.50245619,11.775388718,0.0485326275,614.44769287,5.3648176193
7.00117111,11.992788315,0.0485326275,614.58850098,4.2978544235
7.44481564,12,0.0485326275,614.67156982,3.4868271351
7.64527988,12,0.0485326275,614.74560547,3.3151721954
7.66582966,12,0.0646922737,614.81744385,3.2461476326
7.54752016,12,0.0646922737,614.89215088,3.2443044186
7.35851479,12,0.0646922737,614.97344971,3.2830958366
7.19002485,12.006806374,0.0646922737,615.06280518,3.3405280113
7.00571918,12.136552811,0.0646922737,615.16040039,3.6139054298
6.95584393,12.371320724,0.0496381782,615.28295898,3.6721246243
7.20229769,12.491479874,0.0496381782,615.39709473,3.0363638401
7.55793571,12.499844551,0.0496381782,615.48236084,2.3994131088
7.88199043,12.5,0.0496381782,615.55706787,2.0091598034
8.24035263,12.5,0.0496381782,615.61883545,1.5918395519
8.61902237,12.5,0.044111371,615.66638184,1.193141222
8.96066952,12.5,0.044111371,615.70007324,0.8896688819
9.15602112,12.5,0.044111371,615.72198486,0.7350399494
9.17952919,12.5,0.044111371,615.73565674,0.7069923878
9.1941309,12.5,0.044111371,615.74462891,0.6954148412
9.25069523,12.5,0.0814479217,615.74279785,0.6572155356
9.18887329,12.5,0.0814479217,615.74743652,0.744772315
8.90053368,12.5,0.0814479217,615.77020264,0.9230937362
8.6733532,12.5,0.0814479217,615.80206299,1.0910503864
8.4288578,12.5,0.0814479217,615.84222412,1.2664705515
8.17060757,12.5,0.1078993157,615.88928223,1.4347305298
7.90423489,12.5,0.1078993157,615.9420166,1.5967309475
7.62246561,12.5,0.1078993157,615.99945068,1.7726615667
7.23607159,12.5,0.1078993157,616.06219482,2.1502656937
6.85789061,12.5,0.1078993157,616.14385986,2.5241773129
6.62096357,12.5,0.1131231263,616.23065186,2.5402462482
6.40517664,12.5,0.1131231263,616.31072998,2.5050113201
6.14757347,12.5,0.1131231263,616.39434814,2.4906685352
5.92791462,12.5,0.1131231263,616.48059082,2.4560523033
5.73874807,12.5,0.1131231263,616.56958008,2.5782005787
5.59924984,12.5,0.0854503512,616.66156006,2.7189593315
5.48924541,12.5,0.0854503512,616.75585938,2.8169953823
5.35257244,12.5,0.0854503512,616.85339355,2.9167559147
5.18861532,12.5,0.0854503512,616.95239258,3.0440211296
4.97940445,12.5,0.0854503512,617.05603027,3.3038306236
4.75161695,12.506196976,0.0766940415,617.17010498,3.6780881882
4.58564186,12.626677513,0.0766940415,617.29541016,4.0628800392
4.62549925,12.744040489,0.0766940415,617.42956543,4.2540607452
4.69890118,12.810472488,0.0766940415,617.54095459,4.3034753799
4.59325266,12.864927292,0.0766940415,617.66210938,4.3235383034
3.02681136,7.8164367676,0.0577052459,651.6541748,8.1865367889
2.85139894,7.7640380859,0.061971698,651.64855957,8.1880588531
3.34648371,7.8729929924,0.061971698,651.66711426,7.6095662117
4.18300343,8.1206731796,0.061971698,651.57269287,8.0415678024
5.26086092,8.3667030334,0.061971698,651.28540039,8.8880491257
6.58818054,8.4888868332,0.061971698,650.99597168,7.6769018173
7.7672286,8.4900245667,0.0347441919,650.76153564,5.4890079498
8.88021469,8.4903945923,0.0347441919,650.61065674,2.9544374943
10.369174,8.3779497147,0.0347441919,650.54882812,1.0747301579
10.16043663,8.1389474869,0.0347441919,650.55432129,1.1747968197
9.05354595,8.0063943863,0.0347441919,650.62011719,2.7110671997
8.11421967,7.987364769,0.0005795512,650.7354126,4.6412372589
7.03629446,7.7648735046,0.0005795512,650.9274292,7.0639448166
5.80697489,7.5180573463,0.0005795512,651.21624756,8.8936300278
4.48212337,7.4877347946,0.0005795512,651.54620361,9.6922197342
3.65822673,7.2614684105,0.0005795512,651.8951416,9.9760103226
3.77645636,9.1581764221,0.0928208008,541.58807373,14.732117653
3.75328064,9.1711845398,0.0928208008,541.50244141,14.727811813
3.81632543,8.7171411514,0.0928208008,541.40002441,14.757081985
3.77520466,8.0811433792,0.0928208008,541.34698486,15.68387413
2.87042713,8.5231180191,0.0644959062,541.61914062,16.913921356
2.61748052,8.6740312576,0.0644959062,541.79089355,16.740869522
3.04409313,8.3608312607,0.0644959062,541.7880249,16.062475204
3.45013928,8.2524490356,0.0644959062,541.81134033,15.66623497
3.7088182,8.076174736,0.0644959062,541.86767578,15.490574837
3.77697945,7.6826257706,0.0348761268,541.96484375,15.65634346
3.64265275,7.3167395592,0.0348761268,542.11322021,16.286008835
3.32985163,6.7428588867,0.0348761268,542.32281494,17.645381927
2.66836214,5.9844808578,0.0348761268,542.62902832,21.809570312
1.83440757,6.6426186562,0.0348761268,543.34051514,24.661870956
1.81270075,7.4500718117,0.0403893031,543.96392822,22.544260025
1.93747091,8.011384964,0.0403893031,544.34344482,20.359832764
1.95612526,8.6938638687,0.0403893031,544.63336182,19.284324646
1.97534788,8.9676895142,0.0403893031,544.83642578,18.0704422
2.00406361,8.8430891037,0.0403893031,544.95672607,16.676282883
2.48635721,8.7829303741,0.0476562455,544.99841309,14.886012077
3.81916237,9.0810661316,0.0476562455,544.98010254,12.649015427
5.50002146,9.4359302521,0.0476562455,544.92205811,9.9561309814
6.89038849,9.8351631165,0.0476562455,544.85772705,6.9871425629
7.80454397,10.163657188,0.0476562455,544.88275146,4.816380024
8.13963318,10.252405167,0.0564925484,544.87756348,4.1392402649
8.16334343,10.250061989,0.0564925484,544.83374023,4.1351823807
7.96538401,10.224956512,0.0564925484,544.80401611,4.6343898773
7.45579386,9.9243135452,0.0564925484,544.77081299,6.0768742561
6.60813618,9.5772972107,0.0564925484,544.6829834,8.406498909
5.54408503,9.3041725159,0.050296437,544.51593018,10.836319923
4.29863691,8.9375677109,0.050296437,544.27539062,12.729640007
3.31150794,8.8990592957,0.050296437,543.97387695,12.580675125
3.16353106,8.9693336487,0.050296437,543.79907227,12.375658035
2.97132874,8.6932153702,0.050296437,543.52307129,14.20162487
3.12150049,8.6359682083,0.0328533389,543.12481689,14.482084274
3.70502615,8.7360506058,0.0328533389,542.79443359,12.327296257
5.08800125,8.8973045349,0.0328533389,542.60089111,9.6825227737
6.30338907,9.1399402618,0.0328533389,542.57653809,8.2882299423
6.29426146,9.2449054718,0.0328533389,542.6706543,8.5878620148
5.36730719,9.2437572479,0.018180633,542.85791016,9.8553371429
4.0288372,9.1341171265,0.018180633,543.12182617,12.472241402
3.5459702,9.4184951782,0.018180633,543.54388428,13.597838402
3.7617979,9.2601318359,0.018180633,543.86657715,11.875005722
4.16320038,8.8199644089,0.018180633,544.00476074,10.989108086
4.52246618,8.4258489609,0.0004751783,544.05999756,11.632770538
4.96463156,8.0797157288,0.0004751783,544.06280518,12.606442451
5.32872534,7.8074917793,0.0004751783,544.05853271,13.675551414
5.39085865,7.4116382599,0.0004751783,544.09411621,14.889897346
5.03454447,6.9158754349,0.0004751783,544.19995117,16.50169754
3.79638648,7.8389277458,0.0011859476,598.95178223,21.920682907
4.01944113,7.8689789772,0.0011859476,599.44378662,19.786281586
4.00075626,7.8401460648,0.0011859476,599.97540283,20.401561737
3.90093088,7.6079335213,0.0011859476,600.56860352,21.319854736
3.72524118,7.4929080009,0.0011859476,601.22607422,22.202692032
3.52150583,7.4978246689,0.0197022501,601.93457031,22.717887878
3.37200809,7.6342539787,0.0197022501,602.66711426,22.69433403
3.19583201,7.7695841789,0.0197022501,603.39855957,23.470233917
3.00415564,8.1544981003,0.0197022501,604.25311279,23.443588257
3.08077931,8.4546852112,0.0197022501,605.01525879,20.918420792
3.13990712,8.2449417114,0.0206723437,605.62451172,20.451436996
3.04428864,8.5517244339,0.0206723437,606.33813477,21.100341797
3.10340452,8.8279247284,0.0206723437,607.01025391,19.288797379
3.18018317,8.4704256058,0.0206723437,607.55334473,17.882310867
3.13311505,8.1290006638,0.0206723437,608.08526611,18.154985428
3.07325435,8.0114784241,0.0128703984,608.63653564,18.619527817
3.04071808,7.854364872,0.0128703984,609.19281006,18.820327759
2.92563653,7.4244890213,0.0128703984,609.74511719,20.468278885
2.78385735,8.2661523819,0.0128703984,610.45397949,21.006332397
2.94613647,9.3727025986,0.0128703984,611.07513428,17.428045273
3.25836039,9.7864494324,0.0231129341,611.46862793,14.18644619
3.43825269,10.262572289,0.0231129341,611.80096436,12.848530769
3.64417863,10.488618851,0.0231129341,612.08691406,11.696497917
3.89157844,10.51427269,0.0231129341,612.3359375,10.685941696
4.1934576,10.755262375,0.0231129341,612.55633545,9.8204555511
4.51622343,10.82153511,0.0373246595,612.75567627,9.1259317398
4.6324234,10.513240814,0.0373246595,612.94329834,9.3711233139
4.54843426,10.958034515,0.0373246595,613.21331787,9.3174676895
4.82400513,11.623968124,0.0373246595,613.45068359,7.5316796303
5.20113277,11.75372982,0.0373246595,613.5916748,6.1638879776
5.29427862,11.881115913,0.0345992632,613.72814941,5.8522610664
5.32111168,11.991885185,0.0345992632,613.86547852,5.6108465195
5.37665176,12.00015831,0.0345992632,614.00354004,5.3685202599
5.51120806,12.00537014,0.0345992632,614.13970947,5.0893754959
5.76006126,11.990323067,0.0345992632,614.26983643,4.7885928154
6.06741238,11.748356819,0.0482530855,614.39251709,4.9400663376
6.37668562,11.789248466,0.0482530855,614.54632568,4.9248757362
6.9250803,12.003205299,0.0482530855,614.67852783,3.9946775436
7.41774082,12.010416985,0.0482530855,614.75897217,3.2631628513
7.69517517,12.010416985,0.0482530855,614.83050537,3.0922651291
7.81615591,12.010416985,0.0710130632,614.89923096,3.0120162964
7.8083334,12.010416985,0.0710130632,614.9697876,2.990585804
7.71621943,12.010416985,0.0710130632,615.04553223,3.0030632019
7.61168909,12.024030685,0.0710130632,615.12805176,3.0304920673
7.45966673,12.26965332,0.0710130632,615.21740723,3.2441504002
7.40915823,12.488095284,0.0654065758,615.32769775,3.2608714104
7.60376978,12.499844551,0.0654065758,615.42913818,2.6087424755
7.91714287,12.5,0.0654065758,615.50366211,1.9828013182
8.17258167,12.5,0.0654065758,615.56811523,1.7158163786
8.47552586,12.5,0.0654065758,615.62097168,1.4295482635
8.81877232,12.5,0.0627618209,615.6605835,1.0989781618
9.1149683,12.5,0.0627618209,615.68756104,0.8416610956
9.28063488,12.5,0.0627618209,615.70422363,0.7032350302
9.30775356,12.5,0.0627618209,615.7142334,0.669962585
9.31207848,12.5,0.0627618209,615.72143555,0.6577243209
9.34650898,12.5,0.0997824892,615.72143555,0.6441287994
9.1712265,12.5,0.0997824892,615.72937012,0.7866720557
8.82556248,12.5,0.0997824892,615.75518799,1.0365236998
8.55554771,12.5,0.0997824892,615.79125977,1.2698521614
8.28795719,12.5,0.0997824892,615.83685303,1.489443779
8.02474022,12.5,0.1274193674,615.89025879,1.6739814281
7.76609707,12.5,0.1274193674,615.94976807,1.8223339319
7.50187111,12.5,0.1274193674,616.01391602,1.959322691
7.12955093,12.5,0.1274193674,616.08282471,2.2943577766
6.76813936,12.5,0.1274193674,616.17047119,2.6169967651
6.56400299,12.5,0.1379757077,616.26147461,2.5533816814
6.39753199,12.5,0.1379757077,616.34277344,2.4351482391
6.31928396,12.5,0.1379757077,616.42425537,2.2298657894
6.29655218,12.5,0.1379757077,616.48815918,2.0419960022
6.0526886,12.5,0.1379757077,616.55505371,2.2770168781
5.84457588,12.5,0.1252038628,616.63989258,2.5318672657
5.69853687,12.5,0.1252038628,616.72637939,2.6349623203
5.50341988,12.5,0.1252038628,616.81506348,2.7779266834
5.28224277,12.500270844,0.1252038628,616.90704346,2.9456534386
5.03988409,12.505324364,0.1252038628,617.00189209,3.1909036636
4.78100634,12.506757736,0.1072299182,617.10308838,3.584676981
4.60853386,12.510206223,0.1072299182,617.21502686,4.0321345329
4.67247152,12.572385788,0.1072299182,617.33544922,4.3005809784
4.85452366,12.661643028,0.1072299182,617.42419434,4.3582134247
2.96316361,8.2629365921,0.071332477,651.96191406,7.1410889626
2.83949208,8.1527023315,0.0766089112,651.94458008,6.9398159981
3.25431609,8.1533727646,0.0766089112,651.89111328,6.9761967659
3.77309084,8.4810657501,0.0766089112,651.70166016,8.6048526764
4.98947525,8.7232599258,0.0766089112,651.35162354,9.9615774155
6.46234083,8.6265048981,0.0766089112,651.00848389,8.638428688
7.74048328,8.5060434341,0.0487154424,650.74145508,5.853064537
9.00767612,8.4909954071,0.0487154424,650.59161377,2.7809622288
10.59990883,8.3682470322,0.0487154424,650.54382324,0.8186771274
10.78767872,8.1332616806,0.0487154424,650.54400635,0.7555524707
9.52717876,7.9975085258,0.0487154424,650.58166504,1.9979281425
8.40467548,7.873313427,0.0094293552,650.66265869,4.1359434128
7.19809389,7.6390309334,0.0094293552,650.84277344,7.2721948624
5.86787844,7.5066213608,0.0094293552,651.15338135,9.7812662125
4.41628695,7.4960017204,0.0094293552,651.52111816,10.827939034
3.51892304,7.371383667,0.0094293552,651.91156006,11.057878494
3.55952239,8.6041975021,0.0928208008,542.16833496,17.64393425
3.43962026,8.47448349,0.0928208008,542.08081055,17.760053635
3.42061973,7.6646666527,0.0928208008,541.97711182,17.789287567
3.39681864,6.6577115059,0.0928208008,541.92633057,18.534702301
2.58963966,7.8980731964,0.0644959062,542.24365234,19.264987946
2.35890007,8.6797132492,0.0644959062,542.42834473,18.563619614
2.76004243,8.6298542023,0.0644959062,542.40136719,17.566902161
3.19367647,8.440448761,0.0644959062,542.40368652,16.961805344
3.50698924,8.2351789474,0.0644959062,542.44549561,16.618743896
3.61879301,7.9460678101,0.0348761268,542.53686523,16.644906998
3.50963068,7.7218470573,0.0348761268,542.69049072,17.141628265
3.21431518,7.2327871323,0.0348761268,542.91827393,18.317062378
2.587852,6.5056533813,0.0348761268,543.25201416,21.98828125
1.80512917,7.3207335472,0.0348761268,543.9730835,23.976182938
1.79109848,8.3558254242,0.0403893031,544.58984375,20.816331863
1.91620743,8.9803714752,0.0403893031,544.95703125,17.808717728
1.94131041,9.4116601944,0.0403893031,545.23431396,16.066503525
2.00525355,9.6241960526,0.0403893031,545.40783691,14.186980247
2.21250844,9.4303455353,0.0403893031,545.4800415,12.356505394
3.04976535,9.2777729034,0.0476562455,545.45159912,10.744445801
4.56011677,9.5701808929,0.0476562455,545.34393311,9.2649478912
6.06180286,9.9068307877,0.0476562455,545.2019043,7.6824526787
7.28834391,10.176221848,0.0476562455,545.07244873,5.5936164856
8.3967638,10.555374146,0.0476562455,545.01928711,3.6073327065
9.05326748,10.736674309,0.0564925484,544.97259521,2.5907843113
9.26884556,10.739583015,0.0564925484,544.92712402,2.1820967197
9.12591934,10.715061188,0.0564925484,544.91345215,2.4759764671
8.56645775,10.42041111,0.0564925484,544.91790771,3.7092885971
7.64979887,10.065810204,0.0564925484,544.90148926,5.8073663712
6.54626036,9.6600036621,0.050296437,544.80267334,8.4971504211
5.22819233,9.1849136353,0.050296437,544.60510254,11.036659241
3.87725568,8.9981870651,0.050296437,544.32952881,11.689272881
3.06378245,8.9504337311,0.050296437,544.17401123,12.437102318
2.84113455,8.4954223633,0.050296437,543.91455078,15.080150604
2.87854695,7.9513044357,0.0328533389,543.52270508,16.639247894
3.19956303,7.7842931747,0.0328533389,543.1739502,15.899404526
4.04776478,8.0613574982,0.0328533389,542.93713379,13.437710762
5.61972094,8.4066514969,0.0328533389,542.86132812,10.761772156
6.27026272,8.6652135849,0.0328533389,542.93475342,9.4373321533
5.78528929,8.8961057663,0.018180633,543.12384033,9.7406949997
4.37969351,8.9887428284,0.018180633,543.39648438,12.433833122
3.6646111,9.1190881729,0.018180633,543.85205078,13.875669479
3.88697648,8.9263505936,0.018180633,544.21002197,11.904333115
4.24437428,8.5744218826,0.018180633,544.37890625,10.72943306
4.54616547,8.1692609787,0.0004751783,544.46777344,11.292089462
4.94533873,7.6945090294,0.0004751783,544.50500488,12.182049751
5.34827328,7.3615641594,0.0004751783,544.53613281,13.030317307
5.49915743,7.2428426743,0.0004751783,544.60845947,13.842209816
5.19270372,7.2170057297,0.0004751783,544.7522583,15.011835098
3.81440854,8.094537735,0.0011859476,599.44238281,20.423744202
4.00558758,8.002822876,0.0011859476,599.92248535,18.742494583
4.00086355,7.9789056778,0.0011859476,600.44152832,19.548721313
3.96739721,7.7226185799,0.0011859476,601.01885986,20.577550888
3.88931394,7.5117311478,0.0011859476,601.65905762,21.518520355
3.72066259,7.5405817032,0.0197022501,602.34899902,22.019134521
3.50752449,7.9359264374,0.0197022501,603.06176758,21.905696869
3.3702383,8.2441177368,0.0197022501,603.76812744,21.903467178
3.21709347,8.1541042328,0.0197022501,604.51971436,21.974861145
3.12857485,8.2951402664,0.0197022501,605.27880859,20.913038254
3.08004355,8.2800254822,0.0206723437,605.94976807,20.692447662
3.0070703,8.5954046249,0.0206723437,606.66729736,20.990242004
3.07229877,9.0043869019,0.0206723437,607.34698486,19.239942551
3.15249872,8.8621969223,0.0206723437,607.90106201,17.836349487
3.09381247,8.5065917969,0.0206723437,608.44592285,18.082214355
3.02113795,8.4121713638,0.0128703984,609.01062012,18.472919464
2.99340558,8.3573694229,0.0128703984,609.57861328,18.513710022
2.90518141,7.9398698807,0.0128703984,610.13702393,19.754898071
2.78903747,8.7683782578,0.0128703984,610.82226562,19.873271942
2.9494071,9.7538318634,0.0128703984,611.41552734,16.173025131
3.24560642,10.186422348,0.0231129341,611.7947998,12.850317001
3.43199754,10.759140015,0.0231129341,612.10986328,11.385197639
3.62092757,10.982898712,0.0231129341,612.37573242,10.204291344
3.8183527,10.990523338,0.0231129341,612.60437012,9.2770385742
4.05928564,11.006407738,0.0231129341,612.80718994,8.5478630066
4.37545252,11.0072155,0.0373246595,612.99066162,7.9651169777
4.60467529,10.903185844,0.0373246595,613.16247559,8.0649089813
4.65920544,11.312498093,0.0373246595,613.40283203,7.8330321312
4.95100212,11.867186546,0.0373246595,613.61474609,6.2127599716
5.34030247,11.986535072,0.0373246595,613.74432373,5.0550475121
5.46676159,11.995270729,0.0345992632,613.86950684,4.8321986198
5.52463388,11.999853134,0.0345992632,613.99554443,4.6673431396
5.55063438,12.007330894,0.0345992632,614.12268066,4.5023870468
5.59564734,12.13619709,0.0345992632,614.24908447,4.3056926727
5.71646357,12.231855392,0.0345992632,614.37115479,4.0899548531
6.00294828,11.992541313,0.0482530855,614.48760986,4.3605232239
6.32033157,12.028981209,0.0482530855,614.63513184,4.4673929214
6.90766668,12.242788315,0.0482530855,614.76275635,3.5908670425
7.45160818,12.25,0.0482530855,614.84100342,2.8717665672
7.76311636,12.25,0.0482530855,614.91027832,2.7039992809
7.97987461,12.25,0.0710130632,614.97583008,2.6121098995
8.09337997,12.25,0.0710130632,615.04199219,2.566971302
8.12109947,12.25,0.0710130632,615.11181641,2.5528335571
8.07030582,12.257102966,0.0710130632,615.18688965,2.561455965
7.92617226,12.385100365,0.0710130632,615.26745605,2.7402586937
7.85259008,12.4962883,0.0654065758,615.36590576,2.7914392948
8.08510685,12.500293732,0.0654065758,615.45495605,2.1830816269
8.41173267,12.505617142,0.0654065758,615.5067749,1.5732164383
8.42227364,12.510260582,0.0654065758,615.55291748,1.474148035
8.54721642,12.510416985,0.0654065758,615.60211182,1.3585071564
8.84132957,12.510416985,0.0627618209,615.64013672,1.0846332312
9.13142204,12.510127068,0.0627618209,615.66656494,0.8436549306
9.35171127,12.504820824,0.0627618209,615.68304443,0.6847859621
9.45017529,12.500159264,0.0627618209,615.69256592,0.6192615628
9.47086239,12.5,0.0627618209,615.6987915,0.5991402268
9.47136593,12.5,0.0997824892,615.69903564,0.6144050956
9.24394417,12.5,0.0997824892,615.70635986,0.7899127007
8.86108494,12.5,0.0997824892,615.72979736,1.0774226189
8.53589249,12.5,0.0997824892,615.76422119,1.3617259264
8.22144985,12.5,0.0997824892,615.80950928,1.6274037361
7.91926098,12.5,0.1274193674,615.86444092,1.8435367346
7.63475609,12.5,0.1274193674,615.92730713,2.0003247261
7.35959339,12.5,0.1274193674,615.99597168,2.1190030575
7.00217342,12.5,0.1274193674,616.06964111,2.4121768475
6.65536451,12.5,0.1274193674,616.16113281,2.6831035614
6.46369076,12.5,0.1379757077,616.25524902,2.5643787384
6.32875824,12.5,0.1379757077,616.33868408,2.3889608383
6.30371428,12.5,0.1379757077,616.42028809,2.1503634453
6.34521914,12.5,0.1379757077,616.4822998,1.9707689285
