"TWI","3S91320Inso","3S91320NDVI","T43SDEM","T43SSlope"
7.33970213,12.990543365,0.1420622021,250.44267273,8.9298248291
7.41737986,12.874515533,0.0988053083,250.12835693,9.4295215607
7.4078455,12.641836166,0.0988053083,249.79670715,10.031089783
7.3756237,12.506276131,0.0988053083,249.44563293,10.639575005
7.27546358,12.493988991,0.0988053083,249.07858276,11.758681297
7.19552231,12.489827156,0.0988053083,248.6491394,12.827062607
7.26417351,12.489583015,0.1184649691,248.19961548,12.327018738
7.3485384,12.492688179,0.1184649691,247.80639648,11.582681656
7.36244726,12.596299171,0.1184649691,247.41374207,11.656246185
7.3678031,12.72623539,0.1184649691,247.01480103,11.821376801
7.37380219,12.739120483,0.1184649691,246.60748291,11.985666275
7.38489676,12.738153458,0.1227775365,246.19267273,12.082919121
7.40560627,12.840315819,0.1227775365,245.77433777,12.04737854
7.40582609,12.971188545,0.1227775365,245.35890198,12.172455788
7.41774178,12.979298592,0.1227775365,244.92811584,12.140612602
7.52197504,12.983771324,0.1227775365,244.51223755,11.086159706
5.12249517,12.963912964,0.2304907441,261.84719849,6.2386679649
5.12697029,12.995635986,0.2304907441,261.73422241,5.8891396523
5.0599122,12.999856949,0.2771277726,261.56781006,5.5347604752
5.0453434,13,0.2771277726,261.39865112,5.1758961678
5.16193199,13,0.2771277726,261.23959351,4.9134345055
5.22394753,13,0.2771277726,261.08209229,4.8284277916
5.26053476,13,0.2771277726,260.92010498,4.864025116
5.28586006,13,0.3007085919,260.74871826,4.9651041031
5.46427822,13,0.3007085919,260.55804443,5.0760674477
5.82489061,13,0.3007085919,260.36935425,5.1264104843
6.16390562,13,0.3007085919,260.19403076,5.1159801483
6.29780054,13,0.3007085919,260.02120972,5.1389636993
6.34273386,13,0.3051669896,259.83544922,5.2997536659
6.47099304,13,0.3051669896,259.62615967,5.6338815689
6.63948202,13,0.3051669896,259.4135437,6.1422343254
6.7680788,13,0.3051669896,259.18283081,6.8150467873
6.67440224,12.98580265,0.3051669896,258.92224121,7.5529265404
6.70863771,12.911314011,0.263315022,258.59933472,8.6077470779
6.78281593,12.805571556,0.263315022,258.28326416,10.330870628
6.72713327,12.851616859,0.263315022,257.96054077,12.177536964
6.77927113,12.957504272,0.263315022,257.52716064,13.479005814
6.83940172,12.953886032,0.263315022,257.03439331,14.606976509
6.77451468,12.948220253,0.2105261535,256.49606323,15.407846451
6.70502472,12.947916985,0.2105261535,255.93981934,15.438736916
6.70345163,12.94806385,0.2105261535,255.39601135,14.696967125
6.78865719,12.952796936,0.2105261535,254.89068604,13.372164726
6.95712996,12.962902069,0.2105261535,254.44598389,11.565932274
7.13319016,12.973167419,0.207685411,254.07571411,9.7923336029
7.2882309,12.979002953,0.207685411,253.75932312,8.4469547272
7.4870429,12.983883858,0.207685411,253.48130798,7.3176994324
7.68270206,12.989273071,0.207685411,253.24601746,6.468984127
7.8043375,12.989583015,0.207685411,253.03112793,6.1193056107
7.84843063,12.989583015,0.2022688687,252.82055664,6.1476454735
7.84505987,12.989583015,0.2022688687,252.60345459,6.4166207314
7.81750727,12.989583015,0.2022688687,252.37373352,6.8084950447
7.7835269,12.989583015,0.2022688687,252.12882996,7.2313342094
7.72221136,12.989583015,0.2022688687,251.86924744,7.7705717087
7.66087914,12.989583015,0.1420622021,251.58538818,8.3018751144
7.65707016,12.989583015,0.1420622021,251.287323,8.4672880173
7.67225266,12.989583015,0.1420622021,250.99308777,8.2902040482
7.8108654,12.986383438,0.1420622021,250.6940155,8.2965316772
7.94613123,12.882101059,0.1420622021,250.38467407,8.9732513428
7.91409159,12.749554634,0.0988053083,250.05860901,9.7656393051
7.88408947,12.632752419,0.0988053083,249.71473694,10.307559967
7.86360788,12.507434845,0.0988053083,249.35197449,10.818768501
7.79495239,12.5,0.0988053083,248.97459412,11.713655472
7.71180773,12.5,0.0988053083,248.54962158,12.5709095
7.7517848,12.5,0.1184649691,248.11105347,12.186555862
7.83380842,12.502970695,0.1184649691,247.71673584,11.570575714
7.84658861,12.601947784,0.1184649691,247.32514954,11.580481529
7.84168005,12.721934319,0.1184649691,246.93019104,11.708384514
7.82809639,12.726096153,0.1184649691,246.52893066,11.886780739
7.81356812,12.62300396,0.1227775365,246.12095642,12.045302391
7.80557728,12.501825333,0.1227775365,245.70884705,12.104653358
7.78027534,12.499667168,0.1227775365,245.29780579,12.284457207
7.7605691,12.503024101,0.1227775365,244.87281799,12.327301979
7.83605146,12.606045723,0.1227775365,244.45851135,11.48644352
4.5544796,12.741330147,0.2304907441,261.94735718,7.0160331726
4.58765745,12.91959095,0.2304907441,261.77386475,6.3491482735
4.84555197,12.98638916,0.2771277726,261.56842041,5.6479969025
5.14076567,12.994408607,0.2771277726,261.39349365,5.1212925911
5.37752438,12.99971199,0.2771277726,261.22921753,4.8656463623
5.54847431,13,0.2771277726,261.06817627,4.8064341545
5.65339088,13,0.2771277726,260.9050293,4.8496189117
5.76096964,13,0.3007085919,260.73620605,4.9524817467
5.93242645,13,0.3007085919,260.56015015,5.0988059044
6.20618439,12.999844551,0.3007085919,260.37457275,5.1747050285
6.53232574,12.995203972,0.3007085919,260.18960571,5.1032176018
6.80444288,12.989877701,0.3007085919,260.01147461,5.0842208862
6.99223375,12.989583015,0.3051669896,259.82873535,5.2582788467
7.12592506,12.989583015,0.3051669896,259.63702393,5.5912714005
7.21755075,12.989583015,0.3051669896,259.43228149,6.090716362
7.25153494,12.989430428,0.3051669896,259.20785522,6.7835335732
7.31445646,12.983109474,0.3051669896,258.95614624,7.6085867882
7.27229214,12.934987068,0.263315022,258.67056274,8.3234939575
7.19338226,12.713588715,0.263315022,258.37210083,9.1881895065
7.15784168,12.393600464,0.263315022,258.03204346,11.025835991
6.99723339,12.139552116,0.263315022,257.60015869,13.546020508
6.81241322,11.893265724,0.263315022,257.10125732,15.519284248
6.70258045,11.75714016,0.2105261535,256.55426025,16.565748215
6.6484971,11.745406151,0.2105261535,255.98373413,16.819595337
6.66379595,11.748167038,0.2105261535,255.42211914,16.201662064
6.75651503,11.866826057,0.2105261535,254.90080261,14.800103188
6.92764139,12.109646797,0.2105261535,254.44340515,12.800131798
7.1526947,12.356010437,0.207685411,254.06573486,10.69466114
7.3478179,12.495928764,0.207685411,253.7532959,9.0702476501
7.51537991,12.608489037,0.207685411,253.48252869,7.9108777046
7.6792264,12.732581139,0.207685411,253.24732971,7.0643863678
7.79814148,12.744292259,0.207685411,253.03207397,6.6371684074
7.86303711,12.749687195,0.2022688687,252.82058716,6.6172919273
7.88487244,12.75,0.2022688687,252.60153198,6.8724112511
7.87954092,12.75,0.2022688687,252.3686676,7.2679448128
7.86194468,12.75,0.2022688687,252.11958313,7.6986489296
7.82572556,12.749858856,0.2022688687,251.85494995,8.2163438797
7.78617954,12.745316505,0.1420622021,251.56750488,8.7371635437
7.79139566,12.740041733,0.1420622021,251.26512146,8.9523830414
7.9290266,12.744398117,0.1420622021,250.96469116,8.3874530792
7.93306923,12.751152039,0.1420622021,250.72088623,7.8415994644
7.56924057,12.652751923,0.1420622021,250.48175049,8.8015804291
7.31955957,12.52808857,0.0988053083,250.15786743,9.9844198227
7.23769999,12.516174316,0.0988053083,249.81539917,10.475356102
7.18707371,12.51074028,0.0988053083,249.45509338,10.969315529
7.13441277,12.510416985,0.0988053083,249.07667542,11.744849205
7.09004879,12.510416985,0.0988053083,248.65991211,12.455557823
7.10171413,12.510416985,0.1184649691,248.23234558,12.220291138
7.1267314,12.507446289,0.1184649691,247.83706665,11.754314423
7.1317749,12.4084692,0.1184649691,247.44589233,11.716999054
7.12673569,12.288481712,0.1184649691,247.05451965,11.800566673
7.10792351,12.278179169,0.1184649691,246.65968323,11.975913048
7.07957649,12.174954414,0.1227775365,246.25907898,12.186170578
7.05136967,12.049290657,0.1227775365,245.85267639,12.34667778
7.01761484,12.041666985,0.1227775365,245.44306946,12.580341339
6.99827576,12.044691086,0.1227775365,245.01985168,12.700738907
7.03482389,12.150594711,0.1227775365,244.60012817,12.131664276
4.28947353,12.111783981,0.2304907441,262.59152222,8.1670780182
4.1392293,12.123008728,0.2304907441,262.35263062,8.4142379761
4.0611949,12.382842064,0.2304907441,262.06945801,8.2381486893
4.24129009,12.646399498,0.2304907441,261.80157471,7.5684585571
4.72464705,12.748771667,0.2771277726,261.57366943,6.5320372581
5.24199963,12.861131668,0.2771277726,261.3848877,5.5370264053
5.63541365,12.987772942,0.2771277726,261.20941162,5.1366963387
5.91864347,12.999711037,0.2771277726,261.04089355,4.9677681923
6.12454605,13,0.2771277726,260.875,4.9242115021
6.2757678,13,0.3007085919,260.70837402,4.9645352364
6.40764666,12.999843597,0.3007085919,260.5390625,5.1126465797
6.61216164,12.991618156,0.3007085919,260.36141968,5.2361774445
6.90507698,12.879572868,0.3007085919,260.18417358,5.1759443283
7.16765118,12.756767273,0.3007085919,260.01452637,5.1850829124
7.32308578,12.75,0.3051669896,259.84057617,5.4103178978
7.40257454,12.75,0.3051669896,259.65808105,5.7704000473
7.62979174,12.75,0.3051669896,259.46234131,6.2921738625
7.5865531,12.746341705,0.3051669896,259.24725342,7.0185790062
7.48532772,12.635448456,0.3051669896,259.00466919,7.9550423622
7.38196325,12.502165794,0.263315022,258.72772217,8.7731523514
7.3645978,12.378573418,0.263315022,258.43417358,9.0772266388
7.06497335,11.941516876,0.263315022,258.17565918,10.26181221
6.40064001,11.357150078,0.263315022,257.8560791,13.279574394
5.96458054,10.878759384,0.263315022,257.39004517,15.998011589
5.76640558,10.614719391,0.2105261535,256.86068726,17.401371002
5.67782307,10.498511314,0.2105261535,256.2930603,17.998958588
5.67176962,10.487361908,0.2105261535,255.71697998,17.673509598
5.74223518,10.821624756,0.2105261535,255.16618347,16.443590164
5.8897171,11.293489456,0.2105261535,254.66957092,14.481020927
6.11831284,11.765686989,0.207685411,254.24797058,12.110610008
6.35698652,12.030798912,0.207685411,253.91081238,10.072878838
6.53315687,12.150010109,0.207685411,253.63108826,8.8413295746
6.71805143,12.272854805,0.207685411,253.37983704,8.0164718628
6.89320135,12.384151459,0.207685411,253.15422058,7.4444260597
7.00234652,12.513333321,0.2022688687,252.93882751,7.2970161438
7.04248428,12.520833015,0.2022688687,252.71966553,7.4736423492
7.03502369,12.520833015,0.2022688687,252.48812866,7.8265757561
7.00591421,12.520833015,0.2022688687,252.24024963,8.2354259491
6.97207117,12.517585754,0.2022688687,251.97569275,8.6716985703
6.93648767,12.413107872,0.1420622021,251.69314575,9.1308822632
6.91311741,12.291783333,0.1420622021,251.39479065,9.4594573975
7.00476456,12.39199543,0.1420622021,251.08938599,8.9084615707
7.00401735,12.620781898,0.1420622021,250.8409729,8.0854034424
6.67316055,12.748376846,0.1420622021,250.59902954,8.7539205551
6.48123693,12.750321388,0.0988053083,250.27493286,9.8108539581
6.38780546,12.75,0.0988053083,249.9355011,10.267431259
6.31028223,12.75,0.0988053083,249.57896423,10.781438828
6.24017572,12.75,0.0988053083,249.20202637,11.488545418
6.21467066,12.75,0.0988053083,248.79225159,12.064733505
6.24311256,12.75,0.1184649691,248.37280273,11.87315464
6.25678349,12.746894836,0.1184649691,247.97770691,11.476206779
6.25511742,12.643418312,0.1184649691,247.58784485,11.383749008
6.25314331,12.517977715,0.1184649691,247.20042419,11.392843246
6.24175406,12.51028347,0.1184649691,246.81185913,11.511480331
6.2201972,12.505795479,0.1227775365,246.41816711,11.714174271
6.195189,12.500331879,0.1227775365,246.01676941,11.934552193
6.16746235,12.5,0.1227775365,245.60765076,12.206959724
6.15358543,12.500131607,0.1227775365,245.18554688,12.404515266
6.17357445,12.50761795,0.1227775365,244.75993347,12.163168907
4.08063316,12.60262394,0.2128669322,263.48422241,7.9378018379
4.33204031,12.508021355,0.2128669322,263.24182129,8.2475500107
4.1099391,12.463020325,0.2304907441,262.99151611,8.1263523102
4.04231691,12.344329834,0.2304907441,262.72000122,7.931687355
3.98879814,12.153745651,0.2304907441,262.51748657,8.2301130295
3.73713636,12.130929947,0.2304907441,262.28707886,9.0676593781
3.99058867,12.358469963,0.2304907441,261.96640015,9.2206077576
4.7578764,12.516451836,0.2771277726,261.68002319,7.8522939682
5.47398853,12.635466576,0.2771277726,261.46157837,6.2888822556
5.96350527,12.864663124,0.2771277726,261.27139282,5.602329731
6.29806042,12.993349075,0.2771277726,261.09307861,5.2644305229
6.55355167,13,0.2771277726,260.92245483,5.0693397522
6.7546196,13,0.3007085919,260.75619507,4.9934544563
6.89630365,12.996404648,0.3007085919,260.5914917,5.0552067757
7.04247236,12.886018753,0.3007085919,260.42282104,5.1654605865
7.22666645,12.656861305,0.3007085919,260.25537109,5.1962480545
7.38706446,12.527601242,0.3007085919,260.09371948,5.2805609703
7.49205446,12.520833015,0.3051669896,259.92871094,5.5153012276
7.4829216,12.520833015,0.3051669896,259.75674438,5.867972374
7.39041567,12.520833015,0.3051669896,259.57376099,6.3686704636
7.2323103,12.513821602,0.3051669896,259.37451172,7.0643692017
7.02385521,12.301372528,0.3051669896,259.15170288,7.9913868904
6.81449461,12.058767319,0.263315022,258.89749146,8.9030065536
6.67085171,12.146142006,0.263315022,258.62454224,9.0623693466
6.25921535,12.251086235,0.263315022,258.39175415,9.4817867279
5.68692541,12.132908821,0.263315022,258.1072998,11.844846725
5.42116165,11.893265724,0.263315022,257.67272949,14.522929192
5.25205851,11.753870964,0.2105261535,257.16589355,16.133085251
5.14875078,11.64434433,0.2105261535,256.60717773,17.053316116
5.11984062,11.629948616,0.2105261535,256.02319336,17.106271744
5.16990089,11.860086441,0.2105261535,255.44882202,16.235738754
5.30038691,12.109499931,0.2105261535,254.9176178,14.575971603
5.54502583,12.351285934,0.207685411,254.45484924,12.179521561
5.8829155,12.4826231,0.207685411,254.09461975,9.8478870392
6.18012428,12.490968704,0.207685411,253.80770874,8.6430387497
6.43612528,12.397935867,0.207685411,253.54164124,7.9761314392
6.63699102,12.484179497,0.207685411,253.30545044,7.3682026863
6.71744299,12.725208282,0.2022688687,253.08491516,7.1533255577
6.68768692,12.739726067,0.2022688687,252.86392212,7.279586792
6.59063768,12.744279861,0.2022688687,252.6315918,7.6099615097
6.46871281,12.749685287,0.2022688687,252.38258362,8.020111084
6.36551857,12.746752739,0.2022688687,252.11575317,8.3501329422
6.28448486,12.642274857,0.1420622021,251.83888245,8.6940631866
6.20086718,12.520950317,0.1420622021,251.54600525,9.1925296783
6.14480352,12.621162415,0.1420622021,251.23191833,9.2158842087
6.19380188,12.850087166,0.1420622021,250.91352844,8.8737182617
6.29332066,12.982211113,0.1420622021,250.58895874,9.1455659866
6.29542971,12.989583015,0.0988053083,250.25436401,9.6869812012
6.26758814,12.989583015,0.0988053083,249.90882874,10.103597641
6.21908712,12.989583015,0.0988053083,249.54554749,10.592353821
6.16093636,12.989583015,0.0988053083,249.1648407,11.17725563
6.12886429,12.989583015,0.0988053083,248.75866699,11.603175163
6.16741753,12.989583015,0.1184649691,248.34576416,11.418514252
6.22289896,12.989448547,0.1184649691,247.95294189,11.060091019
6.25059175,12.984949112,0.1184649691,247.56632996,10.921977997
6.26831675,12.979495049,0.1184649691,247.18315125,10.87951088
6.27424526,12.979166985,0.1184649691,246.79931641,10.962128639
6.26824141,12.979166985,0.1227775365,246.4099884,11.165898323
6.25489759,12.979166985,0.1227775365,246.01135254,11.440272331
6.23336077,12.979166985,0.1227775365,245.60220337,11.748245239
6.20721722,12.979166985,0.1227775365,245.18197632,11.99879837
6.19890594,12.979297638,0.1227775365,244.75468445,12.009911537
4.27540064,13,0.2821139395,264.48309326,5.8171052933
4.22989273,13,0.2903108895,264.35134888,5.9405293465
4.15735388,13,0.2903108895,264.19750977,6.1550998688
3.84421825,12.954916954,0.2903108895,263.99661255,6.603954792
3.69434547,12.809311867,0.2903108895,263.6965332,7.3183307648
3.8134129,12.61177063,0.2903108895,263.41055298,7.9922938347
3.90944648,12.513955116,0.3140188158,263.14724731,8.1965475082
4.0272069,12.504248619,0.3140188158,262.88458252,7.8284845352
4.23268747,12.500318527,0.3140188158,262.67703247,7.5598702431
4.14533234,12.507600784,0.3140188158,262.46286011,8.8171005249
4.41566992,12.620235443,0.3140188158,262.1255188,9.8598861694
5.20707941,12.743509293,0.3303657472,261.78762817,8.3703136444
5.98641109,12.75848484,0.3303657472,261.54324341,6.5014591217
6.48059177,12.871006012,0.3303657472,261.34121704,5.6895794868
6.80252504,12.993349075,0.3303657472,261.15463257,5.2958974838
7.06377649,13,0.3303657472,260.97955322,5.0182781219
7.28413725,13,0.2871389091,260.81271362,4.8440423012
7.46927691,12.996404648,0.2871389091,260.65100098,4.7290854454
7.61790419,12.889445305,0.2871389091,260.49331665,4.684586525
7.70910072,12.762369156,0.2871389091,260.33825684,4.7687273026
7.71158838,12.750294685,0.2871389091,260.18258667,4.9130754471
7.67123652,12.75,0.2040389776,260.02401733,5.0870270729
7.55558681,12.75,0.2040389776,259.86004639,5.3523550034
7.38658237,12.75,0.2040389776,259.68704224,5.7395033836
7.16861153,12.746341705,0.2040389776,259.50073242,6.2873754501
6.90533113,12.635499001,0.2040389776,259.29519653,7.0505747795
6.624403,12.510665894,0.1100178286,259.06207275,7.9181985855
6.34971762,12.612856865,0.1100178286,258.80050659,8.3920040131
6.14007711,12.837192535,0.1100178286,258.51150513,9.0468606949
5.95486403,12.957202911,0.1100178286,258.1607666,11.024450302
5.74595881,12.953886032,0.1100178286,257.72421265,13.334503174
5.59570551,12.94807148,0.0470613539,257.21920776,14.955136299
5.49686146,12.943323135,0.0470613539,256.66220093,15.975672722
5.46721458,12.942690849,0.0470613539,256.07980347,16.183897018
5.51656103,12.952343941,0.0470613539,255.50688171,15.498379707
5.64865208,12.954803467,0.0470613539,254.97676086,14.038554192
5.91974592,12.8543787,0.0189840365,254.5144043,11.628504753
6.33810568,12.735817909,0.0189840365,254.16537476,9.151720047
6.64394283,12.721117973,0.0189840365,253.89329529,8.1431283951
6.81714725,12.614275932,0.0189840365,253.62898254,7.7562570572
6.94011354,12.604048729,0.0189840365,253.39047241,7.2259688377
6.95177698,12.731771469,0.0126372511,253.16461182,7.0356292725
6.87044096,12.742866516,0.0126372511,252.93603516,7.1661410332
6.73941135,12.847595215,0.0126372511,252.69413757,7.4994988441
6.59649467,12.971918106,0.0126372511,252.434021,7.9128131866
6.50091553,12.979025841,0.0126372511,252.15548706,8.0905008316
5.00939274,13,0.2821139395,264.84884644,5.3429980278
4.75016022,13,0.2821139395,264.73242188,5.7029738426
4.5555172,13,0.2821139395,264.58612061,5.8093276024
4.37867975,13,0.2903108895,264.42910767,5.871360302
4.23960972,13,0.2903108895,264.23483276,6.0887947083
4.1737628,12.997423172,0.2903108895,264.01824951,6.4692754745
4.18684912,12.962734222,0.2903108895,263.78082275,6.917775631
4.2861414,12.84773922,0.2903108895,263.53134155,7.4325733185
4.44758844,12.754872322,0.3140188158,263.2746582,7.7792134285
4.67349052,12.753562927,0.3140188158,263.01330566,7.6069397926
4.86737823,12.856513977,0.3140188158,262.75238037,7.4154706001
5.02884054,12.973057747,0.3140188158,262.47668457,8.5422544479
5.35343266,12.984000206,0.3140188158,262.13427734,9.6270132065
6.00175333,12.989296913,0.3303657472,261.79412842,8.3292398453
6.66449547,12.989742279,0.3303657472,261.54711914,6.4400343895
7.08852482,12.994403839,0.3303657472,261.34262085,5.6216106415
7.36021328,12.999711037,0.3303657472,261.15414429,5.2223925591
7.56519699,13,0.3303657472,260.97827148,4.9136266708
7.73261356,12.999843597,0.2871389091,260.81210327,4.6869139671
7.90379953,12.99503994,0.2871389091,260.65289307,4.3731303215
8.01969528,12.985075951,0.2871389091,260.50985718,4.1495552063
7.97391796,12.979459763,0.2871389091,260.37088013,4.3873095512
8.08764839,12.979166985,0.2871389091,260.21810913,4.6860394478
7.95697165,12.979166985,0.2040389776,260.06143188,4.8240818977
7.80207872,12.979166985,0.2040389776,259.8989563,5.0286564827
7.61133623,12.979166985,0.2040389776,259.72729492,5.3358345032
7.38642311,12.979014397,0.2040389776,259.54229736,5.7779054642
7.12897491,12.974547386,0.2040389776,259.33834839,6.4167704582
6.84899282,12.973815918,0.1100178286,259.10690308,7.2606887817
6.61817503,12.979017258,0.1100178286,258.83969116,8.0060024261
6.40742254,12.983924866,0.1100178286,258.55163574,9.0500707626
6.14367199,12.989281654,0.1100178286,258.21060181,11.115200043
5.92019033,12.989583015,0.1100178286,257.77462769,13.314926147
5.7709918,12.989583015,0.0470613539,257.271698,14.878055573
5.68347073,12.989583015,0.0470613539,256.71878052,15.859509468
5.66468239,12.989583015,0.0470613539,256.14233398,16.052160263
5.72079754,12.986055374,0.0470613539,255.57637024,15.385587692
5.85366488,12.872710228,0.0470613539,255.05305481,13.983942032
6.14475584,12.638298035,0.0189840365,254.59619141,11.506733894
6.57365274,12.503762245,0.0189840365,254.26496887,8.991317749
6.76623011,12.391366959,0.0189840365,254.01217651,8.3038473129
6.80549145,12.266314507,0.0189840365,253.74861145,8.2245473862
6.81644392,12.36331749,0.0189840365,253.50680542,7.7883467674
6.74326944,12.492500305,0.0126372511,253.27458191,7.6443543434
6.61970091,12.503283501,0.0126372511,253.03709412,7.7871465683
6.487782,12.608153343,0.0126372511,252.78410339,8.1158027649
6.37363863,12.737026215,0.0126372511,252.5111084,8.5060300827
6.34789371,12.74954319,0.0126372511,252.21897888,8.4789705276
5.26683235,13,0.2449124456,265.67684937,4.1414384842
5.58176613,13,0.2449124456,265.59375,4.0008444786
5.45589066,13,0.2449124456,265.49801636,3.9553349018
5.35129881,13,0.2449124456,265.37466431,3.9097201824
5.43827915,13,0.2449124456,265.24472046,3.8883354664
5.51269102,13,0.2821139395,265.12390137,3.939167738
5.5359273,13,0.2821139395,264.99859619,4.2246909142
5.50082922,13,0.2821139395,264.88104248,4.8365292549
5.18838835,13,0.2821139395,264.75875854,5.4700994492
4.8703742,13,0.2821139395,264.58233643,5.8300867081
4.82278013,13,0.2903108895,264.3822937,5.8958916664
4.89548492,13,0.2903108895,264.18759155,6.0053462982
4.93430519,12.999958992,0.2903108895,263.97628784,6.3918428421
4.99958944,12.998662949,0.2903108895,263.74935913,6.7262215614
5.14003563,12.993825912,0.2903108895,263.51019287,6.9860548973
5.33835602,12.989794731,0.3140188158,263.26205444,7.1685070992
5.56756067,12.98974514,0.3140188158,263.00808716,7.267226696
5.82328749,12.99442482,0.3140188158,262.75082397,7.433578968
6.0239377,12.999554634,0.3140188158,262.48184204,8.4669923782
6.26351023,12.995166779,0.3140188158,262.14993286,9.4514522552
6.71478605,12.989870071,0.3303657472,261.81463623,8.3089017868
7.20423174,12.989583015,0.3303657472,261.56924438,6.5134353638
7.49490786,12.989583015,0.3303657472,261.36508179,5.7366080284
7.66049528,12.989583015,0.3303657472,261.17675781,5.3504576683
7.76977253,12.989583015,0.3303657472,261.00140381,5.0429668427
8.05605221,12.985975266,0.2871389091,260.83627319,4.8067550659
7.9949398,12.879088402,0.2871389091,260.67919922,4.3328261375
8.07318878,12.756728172,0.2871389091,260.55389404,4.0105586052
7.88342381,12.75,0.2871389091,260.43432617,4.5323343277
7.67896223,12.75,0.2871389091,260.28265381,5.0723338127
7.51920843,12.75,0.2040389776,260.12554932,5.2123646736
7.35888577,12.75,0.2040389776,259.9621582,5.3871355057
7.17798042,12.75,0.2040389776,259.78915405,5.6554098129
6.97844458,12.75,0.2040389776,259.60253906,6.0511760712
6.82219124,12.753493309,0.2040389776,259.39682007,6.638449192
6.60791016,12.856153488,0.1100178286,259.16369629,7.4598464966
6.4562397,12.873138428,0.1100178286,258.89483643,8.0857067108
6.30101395,12.756774902,0.1100178286,258.61419678,8.9700107574
6.04069471,12.745245934,0.1100178286,258.28213501,11.126088142
5.82113552,12.739886284,0.1100178286,257.84585571,13.40961647
5.70231724,12.739583015,0.0470613539,257.34533691,14.885040283
5.64204025,12.739583015,0.0470613539,256.79827881,15.791707039
5.64502192,12.739583015,0.0470613539,256.23052979,15.947711945
5.71487522,12.732821465,0.0470613539,255.67468262,15.297973633
5.85202694,12.521886826,0.0470613539,255.16116333,13.968075752
6.1678133,12.269863129,0.0189840365,254.71257019,11.451278687
6.57645988,12.246819496,0.0189840365,254.40350342,8.9614171982
6.6002059,12.13679409,0.0189840365,254.17242432,8.6505317688
6.49436522,12.010777473,0.0189840365,253.90838623,8.8811712265
6.39070177,12.108297348,0.0189840365,253.6625061,8.538435936
6.23892498,12.232539177,0.0126372511,253.42314148,8.4441814423
6.08408785,12.244426727,0.0126372511,253.17633057,8.5994253159
5.95767164,12.257653236,0.0126372511,252.91207886,8.9249696732
5.87512875,12.368017197,0.0126372511,252.62538147,9.2959976196
5.93417501,12.489483833,0.0126372511,252.31787109,9.0394153595
5.6539917,13,0.2074705213,265.90838623,4.5774378777
5.36276102,13,0.2074705213,265.83251953,4.6173119545
5.30764914,13,0.2449124456,265.71899414,4.4176187515
5.43363285,13,0.2449124456,265.59402466,4.1271090508
5.57630444,13,0.2449124456,265.46621704,3.9744896889
5.73413277,13,0.2449124456,265.34017944,3.9049575329
5.86620331,13,0.2449124456,265.21780396,3.8653743267
5.93142176,13,0.2821139395,265.09793091,3.9070916176
5.9210577,13,0.2821139395,264.97637939,4.0680789948
5.80852604,13,0.2821139395,264.84899902,4.4600315094
5.5651741,13,0.2821139395,264.70928955,5.1848945618
5.39970684,13,0.2821139395,264.52246094,5.8747940063
5.47483301,13,0.2903108895,264.31478882,5.9275298119
5.63401031,13,0.2903108895,264.12463379,5.8602662086
5.73218966,13,0.2903108895,263.9213562,6.1575417519
5.84325743,13,0.2903108895,263.70483398,6.4252080917
5.98612881,13,0.2903108895,263.47732544,6.6437501907
6.18701363,13,0.3140188158,263.24111938,6.8214373589
6.42771578,13,0.3140188158,262.9984436,6.9594941139
6.68866968,12.999838829,0.3140188158,262.7515564,7.048418045
6.81327963,12.991463661,0.3140188158,262.50250244,7.9685750008
6.87883425,12.878705025,0.3140188158,262.19284058,9.1569824219
7.26540899,12.756592751,0.3303657472,261.86663818,8.340877533
7.62075377,12.749840736,0.3303657472,261.62536621,6.726328373
7.77430296,12.745179176,0.3303657472,261.42333984,6.0426959991
7.79974556,12.739872932,0.3303657472,261.23651123,5.7077665329
7.62728357,12.739583015,0.3303657472,261.06237793,5.4374346733
7.62213945,12.736132622,0.2871389091,260.89840698,5.2229652405
7.73352909,12.633893013,0.2871389091,260.74298096,4.6394062042
7.82567024,12.51669693,0.2871389091,260.6366272,4.0651006699
7.50183535,12.505620956,0.2871389091,260.53933716,4.63626194
7.10459948,12.500294685,0.2871389091,260.38928223,5.5892500877
6.87479067,12.5,0.2040389776,260.22991943,5.9504699707
6.69544172,12.5,0.2040389776,260.06356812,6.0919499397
6.52676916,12.5,0.2040389776,259.88705444,6.302957058
6.36323833,12.5,0.2040389776,259.69650269,6.6331653595
6.05005884,12.503493309,0.2040389776,259.48660278,7.1463069916
5.94613743,12.606153488,0.1100178286,259.24926758,7.8844547272
5.93221569,12.623138428,0.1100178286,258.97692871,8.2894248962
5.88549757,12.50331974,0.1100178286,258.70657349,8.9732923508
5.68405676,12.385897636,0.1100178286,258.38708496,11.257053375
5.52723646,12.257267952,0.1100178286,257.94976807,13.634400368
5.4651823,12.25,0.0470613539,257.45153809,14.992530823
5.44847202,12.25,0.0470613539,256.91094971,15.800539017
5.48268127,12.25,0.0470613539,256.3531189,15.909561157
5.57230616,12.246472359,0.0470613539,255.80889893,15.28093338
5.719419,12.13649559,0.0470613539,255.30659485,14.035634041
6.06322908,12.007393837,0.0189840365,254.86767578,11.518727303
6.42706394,11.996510506,0.0189840365,254.58265686,9.1078634262
6.22480392,11.88679409,0.0189840365,254.37461853,9.1619901657
5.99854755,11.757601738,0.0189840365,254.11044312,9.6586532593
5.81637096,11.75470829,0.0189840365,253.86122131,9.4013519287
